"ID","Station Name","River Basin","County","Longitude","Latitude","ElevationFeet","Operator","Map"
"WBB","WEBBER LAKE","TRUCKEE R","SIERRA","-120.425000","39.485000","7,000","Nevada Irrigation District",""
"WBM","WABENA MEADOWS","AMERICAN R","PLACER","-120.402000","39.227000","6,300","Placer County Water Agency",""
"WC3","WARD CREEK 3","LAKE TAHOE","PLACER","-120.218678","39.135574","6,750","Natural Resources Conservation Service",""
"WDH","WOODCHUCK MEADOW","KINGS R","FRESNO","-118.908000","37.025000","8,800","Pacific Gas and Electric Company, Auberry",""
"WHC","WHITE CHIEF","KAWEAH R","TULARE","-118.592000","36.422000","9,200",".None Specified",""
"WHE","WHEELER LAKE","MOKELUMNE R","ALPINE","-119.985000","38.518000","7,800","Pacific Gas and Electric Company, Angels Camp",""
"WHN","WHALAN","TRINITY R","TRINITY","-122.450000","41.150000","5,400","Weaverville Ranger District",""
"WHW","WHITE WOLF","TUOLUMNE R","TUOLUMNE","-119.651600","37.859500","7,900","National Park Service",""
"WLC","WOLFORD CABIN","TRINITY R","TRINITY","-122.833000","41.200000","6,150","Salmon/Scott River Ranger District",""
"WLF","WILLOW FLAT","WALKER R","MONO","-119.450000","38.275000","8,250","Natural Resources Conservation Service",""
"WLW","WILMA LAKE","TUOLUMNE R","TUOLUMNE","-119.633000","38.083000","8,000","Yosemite National Park",""
"WMD","WET MEADOWS LAKE","CARSON R","ALPINE","-119.862000","38.610000","8,100",".None Specified",""
"WPK","WEBBER PEAK","YUBA R","SIERRA","-120.440000","39.483000","7,800","Nevada Irrigation District",""
"WR2","WARD CREEK 2","LAKE TAHOE","PLACER","-120.225000","39.142000","7,000","Lake Tahoe Basin Management Unit",""
"WRG","WRIGHTS LAKE","AMERICAN R","EL DORADO","-120.233000","38.847000","6,900","Sacramento Municipal Utility District",""
"WRN","WARNER CREEK","FEATHER R","LASSEN","-121.310000","40.387000","5,100","Pacific Gas and Electric Company, Rogers Flat",""
"WTM","WET MEADOWS","KERN R","TULARE","-118.572000","36.348000","8,950","US Army Corps of Engineers",""
"WWC","WEST WOODCHUCK MEADOW","KINGS R","FRESNO","-118.918000","37.030000","9,100","US Army Corps of Engineers",""
"YBP","YUBA PASS","YUBA R","SIERRA","-120.492000","39.617000","6,700","Yuba River Ranger District",""
"YCA","SAN YCA","SANTA ANA R","SAN BERNARDINO","-116.855000","34.157000","7,500",".None Specified",""
